Detector;Keypoint1;Keypoint2;1K Detect Time;Descriptor;Descriptor1;Descriptor2;1K Descript Time;Norm.;Matcher;Inliers;All Matches;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score;Reprojection Error;3DPoints;Reconstruction Time;Efficiency
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;sift;4011.9714285714285;4002.2571428571428;0.024595889637494792;l2;bf;1059.0;1641.3714285714286;0.2659699654857143;0.16303494774905714;0.2542484356435471;0.2675964948212837;0.6471611890391755;0.27428406438440306;0.3782667189832903;0.44914047168481447;8106.0;12.061242001999998;0.557702219477187
sift;nan;nan;nan;akaze;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
sift;nan;nan;nan;orb;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;brisk;3794.5714285714284;3785.0;0.008330160840803826;l2;bf;679.1142857142858;1162.2;0.22814258994285716;0.1963227531388176;0.3436300756254622;0.17181957378760232;0.5845733998379838;0.17613371178273682;0.2653269601379973;0.36611853639527475;5117.0;8.073983248;0.531095786552249
sift;nan;nan;nan;kaze;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;daisy;4011.9714285714285;4002.2571428571428;0.02712364767955506;l2;bf;1270.0285714285715;1500.2285714285715;0.29686195851428565;0.1986639359864692;0.23604593485456438;0.321638316480513;0.8463534592805394;0.32967448569464103;0.4650608714494924;0.7342547853016097;9976.0;16.332850585999996;0.5786352029400617
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;freak;3606.8571428571427;3596.657142857143;0.005063502148813324;l2;bf;464.45714285714286;1011.0285714285715;0.20956158905714284;0.20747844773631177;0.4624913877416082;0.11789565449752758;0.4610820849742741;0.12083547275872132;0.1876450394142555;0.36505778990106574;3253.0;4.540485654000001;0.4968222818506157
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;brief;3513.942857142857;3503.1428571428573;0.002152950675841019;l2;bf;243.02857142857144;1332.7428571428572;0.1641807114;0.12356003527233625;0.8508269804093027;0.062265602497399146;0.1856105527168994;0.06373680050274377;0.09322821298751865;0.5603913149840472;458.0;115.96537974100002;0.35527997704797887
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;lucid;4011.9714285714285;4002.2571428571428;0.003703118730702234;l2;bf;208.6;1370.9142857142858;0.2872556161428572;0.20855124350651746;1.8133816811268113;0.05250681212263243;0.1507365374994596;0.05384168200316226;0.07779455550317532;1.1587756043932227;15.0;0.34742605299999996;0.3389164908711392
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;latch;3573.885714285714;3562.942857142857;0.0012343200735844984;l2;bf;51.6;1692.6285714285714;0.1485890353714286;0.0883428432434843;2.9746976478218254;0.012849289983074299;0.030451177754763525;0.01316156458590022;0.018068823899502987;nan;nan;nan;nan
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;vgg;4011.9714285714285;4002.2571428571428;0.0575135392306207;l2;bf;1033.5142857142857;1680.0285714285715;0.38990068642857145;0.23219576966878733;0.3816706483503408;0.26139839961412165;0.6158072992523302;0.267933410403818;0.3665055214155236;0.45264906222254137;7899.0;12.610265629000002;0.5430664812725532
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;beblid;4011.9714285714285;4002.2571428571428;0.001309741203202079;l2;bf;416.57142857142856;1288.857142857143;0.22274419665714282;0.1723714699174773;0.5468973141202167;0.1055180008716281;0.3252789193172126;0.10817740505620263;0.159276507899985;0.4199415550450786;2787.0;4.340437371000001;0.4725826561153544
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;teblid;4011.9714285714285;4002.2571428571428;0.0006574965957933635;l2;bf;216.05714285714285;1405.7428571428572;0.174550879;0.12428369593383116;0.8881981681989459;0.055006041727915754;0.15585714253148947;0.05640228381772652;0.08128795280309971;0.5810563974901983;413.0;56.610699194000006;0.36192350040446186
sift;4011.9714285714285;4002.2571428571428;0.032010036536433494;boost;4011.9714285714285;4002.2571428571428;0.009590069838637978;l2;bf;339.37142857142857;1335.5142857142857;0.20572884405714287;0.1543472545539582;0.6191951786597882;0.08599863785218452;0.256510544758038;0.08814250846550246;0.12876241323029874;0.33858860121553686;1988.0;2.6046909230000006;0.4673504433824728
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;sift;2203.2285714285713;2194.8285714285716;0.01372549118491498;l2;bf;1100.2;1226.942857142857;0.1201118316;0.09845370701055302;0.11000793515480757;0.5020534698833318;0.8962741793873017;0.515091745594617;0.6428309468786043;0.710557302737253;8327.0;14.057785163;0.6199739633225011
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;akaze;2203.2285714285713;2194.8285714285716;0.027932151216845835;l2;bf;787.6285714285714;1063.6285714285714;0.15776214982857145;0.14929289444571886;0.20462777061271892;0.35987406125331795;0.7384733271789591;0.3692526205092968;0.4833948025951381;0.6082351626642646;6198.0;11.385203736999998;0.5629202097776647
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;orb;2192.2285714285713;2183.8285714285716;0.0030211482649666966;l2;bf;402.6857142857143;805.4;0.10252840934285715;0.12814735486419415;0.2609115568516277;0.183722858694101;0.4997058578764418;0.18858982065531957;0.2685370172379904;0.44490865667256707;2772.0;4.683675077;0.5033941743837235
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;brisk;2203.2285714285713;2194.8285714285716;0.008657729829350255;l2;bf;641.8857142857142;896.4;0.1229136534;0.13821150711148542;0.1952627635678048;0.29303899544905737;0.7151933160732407;0.3006923628300755;0.4152359289181098;0.4417935095009238;4741.0;7.2649188229999995;0.5591436675771536
akaze;nan;nan;nan;kaze;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;daisy;2203.2285714285713;2194.8285714285716;0.04691002236656396;l2;bf;1155.8285714285714;1237.6857142857143;0.19883386708571427;0.16173271672927694;0.1734838012741482;0.5272508964119323;0.9333308342042831;0.5410065569745021;0.6727782238691277;0.7030048308406687;8675.0;15.684807592999999;0.6188747739328488
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;freak;2203.2285714285713;2194.8285714285716;0.005291120634690056;l2;bf;470.1142857142857;813.3428571428572;0.11662366945714285;0.14421008911831745;0.2531364584721608;0.21483424703386103;0.5774912378146224;0.22035252840311173;0.3129099362912006;0.4397216389364481;3451.0;5.133488383000001;0.5217873668555582
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;brief;2203.2285714285713;2194.8285714285716;0.0023845437539577337;l2;bf;255.65714285714284;836.5428571428571;0.09692586634285714;0.11649064909811856;0.39920487432486657;0.11688997721934248;0.30644416006936037;0.11982987773496005;0.1691808036023957;0.4979238337616595;423.0;93.360652503;0.3886262768438802
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;lucid;2203.2285714285713;2194.8285714285716;0.004370603330422813;l2;bf;221.45714285714286;934.8571428571429;0.13662906505714284;0.146416072516778;0.7377056200819544;0.10072608503850848;0.2353109440919645;0.10308982312672656;0.14100379855790673;2.786509828846411;2.0;0.910824115;0.32350493154108206
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;latch;2203.2285714285713;2194.8285714285716;0.0014498872870247934;l2;bf;39.05714285714286;1045.6285714285714;0.08612971488571428;0.08292947666227736;2.245637806710208;0.01781097331415893;0.03750609763815038;0.018296640796676207;0.02414762355421671;2.051820529597937;1.0;0.7351829519999998;0.25169917165816397
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;vgg;2203.2285714285713;2194.8285714285716;0.058622388578080144;l2;bf;1116.1142857142856;1266.142857142857;0.21478907428571428;0.1700394215804514;0.1934603772396976;0.5093895973093446;0.8810390740433435;0.5226272099049225;0.6448386107754617;0.6967672013130052;8350.0;14.621446569999998;0.6072852779759539
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;beblid;2203.2285714285713;2194.8285714285716;0.0015381610780055538;l2;bf;615.1142857142858;923.7142857142857;0.10912076611428571;0.11867059983290615;0.18149805967923419;0.2811759851713667;0.664591550261121;0.28855202161864374;0.39477527438995236;0.4876993129059726;4616.0;6.894939233999999;0.5544897666982415
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;teblid;2203.2285714285713;2194.8285714285716;0.000796247336556537;l2;bf;394.14285714285717;883.1714285714286;0.09796316328571428;0.1114673477818484;0.2554605669468044;0.18035399014917042;0.44593184262878327;0.18504566506230077;0.2566655779313431;0.47187731401434413;2680.0;3.8023488830000005;0.5009928600254683
akaze;2203.2285714285713;2194.8285714285716;0.03300743125949812;boost;2203.2285714285713;2194.8285714285716;0.009837600642202285;l2;bf;449.4;855.2571428571429;0.11074978588571428;0.12997093045029262;0.251706210975812;0.20552834229157127;0.5252819710930493;0.2109061561692213;0.29526781598966;0.44546689126962546;3166.0;4.8223702269999995;0.5100123813554449
orb;19610.97142857143;19566.6;0.0010627889488181545;sift;19610.97142857143;19566.6;0.021895513850840143;l2;bf;4879.857142857143;7134.657142857143;1.1728154758285716;0.16556466383415444;0.24720102098975605;0.250517717138774;0.6808367055376445;0.2552037935710371;0.36552760034692583;1.162366815289774;36486.0;63.03092286799999;0.6025552250076229
orb;nan;nan;nan;akaze;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
orb;19610.97142857143;19566.6;0.0010627889488181545;orb;19610.97142857143;19566.6;0.00154593392186247;l2;bf;2236.5142857142855;6559.457142857143;0.7818014486285714;0.118739766888308;0.35892507069306695;0.11480432938625208;0.34201253130402803;0.11695853261548085;0.1718659863164217;0.5102428991828495;1367.0;2.954204026;0.4992304092658372
orb;19610.97142857143;19566.6;0.0010627889488181545;brisk;17425.0;17392.114285714284;0.00877089379531395;l2;bf;4750.028571428571;5999.457142857143;1.2522761752857146;0.20974184513735794;0.2709135024631668;0.24393883438875258;0.7887072857943064;0.24853193392668263;0.3720518431801502;0.9980553629019219;35991.0;58.277465965999994;0.6178167115606344
orb;nan;nan;nan;kaze;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
orb;19610.97142857143;19566.6;0.0010627889488181545;daisy;19610.97142857143;19566.6;0.007791342232529146;l2;bf;5566.714285714285;6094.685714285714;1.3393401755714285;0.22127261868979317;0.24398623053329235;0.28541847048425545;0.9122579999630909;0.29061639888074375;0.4338861298095777;0.6682463308954534;44372.0;60.475818927;0.6594767314829418
orb;19610.97142857143;19566.6;0.0010627889488181545;freak;13192.257142857143;13193.0;0.0063667581752772165;l2;bf;3086.0285714285715;4018.2;0.7337821200285715;0.1837402929720339;0.24482295054442269;0.15879998636155598;0.763844997307535;0.16180943444497595;0.26241307250972395;0.9757738564708776;21747.0;34.313500856;0.5801110209982749
orb;19610.97142857143;19566.6;0.0010627889488181545;brief;19610.97142857143;19566.6;0.0018843908495026842;l2;bf;1260.7142857142858;6559.885714285714;0.4642558308857143;0.0705420922506743;0.39383880459857157;0.06469246334477613;0.19268740001728965;0.06590884372629426;0.09684731218845104;0.7464417268042316;5575.0;9.886672855000002;0.4760850880129328
orb;19610.97142857143;19566.6;0.0010627889488181545;lucid;19610.97142857143;19566.6;0.0034968771520272456;l2;bf;1167.6571428571428;5900.8;3.1157318642857144;0.5277807856352639;3.499780131589165;0.05988169341431428;0.19425718426045785;0.060828636279418445;0.09147797723781907;nan;nan;nan;nan
orb;19610.97142857143;19566.6;0.0010627889488181545;latch;19610.97142857143;19566.6;0.0008066032758768681;l2;bf;225.65714285714284;8536.971428571429;0.17598749940000002;0.02057288629163088;0.7839357269833426;0.01151460447154242;0.026439044747303016;0.011725410922376065;0.016040885870513527;1.027383215257404;4.0;5.212524166000001;0.32777175650151513
orb;19610.97142857143;19566.6;0.0010627889488181545;vgg;19610.97142857143;19566.6;0.059591785323217634;l2;bf;3779.2285714285713;5426.0;1.6822845482285715;0.3137871915712551;0.4656701879635512;0.19427154268702643;0.6913922147869972;0.1980124753816075;0.30258008879666715;1.0843556224074078;25321.0;41.12512022500001;0.5691876014272279
orb;19610.97142857143;19566.6;0.0010627889488181545;beblid;19610.97142857143;19566.6;0.0007732104245032361;l2;bf;4485.971428571429;6567.742857142857;1.9024814357999997;0.2901181049040902;0.43826110969475746;0.23031497864077868;0.6805793595025929;0.2346479391098841;0.3437893792370348;1.0922877087646463;31738.0;53.325420312;0.6026456607073178
orb;19610.97142857143;19566.6;0.0010627889488181545;teblid;19610.97142857143;19566.6;0.0003833052962030789;l2;bf;2876.114285714286;6341.457142857143;0.7604227962857144;0.1196944662354816;0.2791603043773411;0.14784281135544544;0.45370754805645347;0.15064806063671057;0.22291041086054575;1.1112954678197284;16336.0;29.134835412000005;0.5488748797965317
orb;19610.97142857143;19566.6;0.0010627889488181545;boost;19610.97142857143;19566.6;0.009326822641857245;l2;bf;2078.9142857142856;6062.4;0.9287707044000001;0.15276891706278853;0.47487115226936366;0.10707817881957352;0.34427842145281173;0.10914706817326149;0.1633172306476483;1.1308456286633297;10546.0;20.417305586;0.4981539635066437
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;sift;7891.342857142857;7870.542857142857;0.008105186647248536;l2;bf;2336.4;3060.457142857143;0.2795957947714286;0.09064527220656078;0.12002307879069352;0.3026762024387694;0.76598766624727;0.31679877649798444;0.43302959331067603;0.9899600694062254;18158.0;30.223713992000004;0.5986628205139782
brisk;nan;nan;nan;akaze;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;orb;7604.457142857143;7582.4;0.002043980728577814;l2;bf;766.5428571428571;2587.7714285714287;0.2328693580857143;0.08903958118987636;0.3105717415538537;0.0998097317723755;0.300594715945511;0.10438014262791584;0.14973429121895257;0.5721129466168657;4401.0;7.0283524559999995;0.48240447362395533
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;brisk;7891.342857142857;7870.542857142857;0.008467581149443676;l2;bf;1569.6285714285714;2751.714285714286;0.39995255357142856;0.14338343537225323;0.25659169656188;0.20388553378027993;0.5762808287798892;0.21342359708615116;0.30080834582783716;0.583390265675326;11344.0;18.134656267999997;0.5514397444094754
brisk;nan;nan;nan;kaze;nan;nan;nan;l2;bf;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;daisy;7891.342857142857;7870.542857142857;0.01546188525793421;l2;bf;2782.942857142857;3104.7714285714287;0.4164561458857143;0.1336965835341213;0.15027437419606438;0.36068152783266466;0.8977327987029978;0.3773716073788831;0.5129631419784663;0.7217969766007353;22734.0;35.06905197099999;0.6338953298409207
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;freak;7049.942857142857;7032.5142857142855;0.005160457882039524;l2;bf;1199.5428571428572;2291.2285714285713;0.3240950996;0.13942653776579791;0.27297102607711493;0.15606009635845247;0.5296613111822399;0.16328149186554342;0.24084409770820042;0.5830245861942321;8324.0;13.641445861000001;0.5284332228781491
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;brief;7682.5142857142855;7660.342857142857;0.0019540316268744106;l2;bf;423.0857142857143;2718.1714285714284;0.1843583289142857;0.06741036385524454;0.5299390376053655;0.056040689440862386;0.1601234006604025;0.058298752612474546;0.08297968303734549;0.5621743858552244;355.0;0.29001861000000007;0.4237551401058207
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;lucid;7891.342857142857;7870.542857142857;0.003643799683484705;l2;bf;436.42857142857144;2758.3142857142857;0.6348965592571428;0.22598659928727194;1.7885780989415054;0.05686780546737425;0.15773242886404573;0.059210500372466966;0.08348635999509657;nan;nan;nan;nan
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;latch;7754.742857142857;7732.857142857143;0.0009563929899329468;l2;bf;100.45714285714286;3630.542857142857;0.13513930694285717;0.037267044849011124;1.366222825076183;0.012828372379969404;0.027771455244750345;0.013428328425470287;0.017538174050943562;1.0768501975460867;1.0;0.8502293720000001;0.2871544546847568
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;vgg;7891.342857142857;7870.542857142857;0.057369870301725245;l2;bf;2270.2285714285713;2884.6;0.6323653488857143;0.21797804693406972;0.2800212071309385;0.29497364315936236;0.7902929958795396;0.30881682531147475;0.42871322216604335;0.8640388093520103;17505.0;27.532372803000005;0.5846116030236045
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;beblid;7891.342857142857;7870.542857142857;0.0008986188336809937;l2;bf;1352.2;2667.1714285714284;0.4148770546571428;0.15270167094782228;0.31124471053595115;0.1760740636723097;0.513628210154491;0.18420040109848612;0.2619344709595953;0.7271619410274331;9226.0;14.311014672999999;0.5347482423901856
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;teblid;7891.342857142857;7870.542857142857;0.0006187179197235099;l2;bf;689.6571428571428;2604.2;0.22453876191428573;0.08517270475163405;0.33742631562323894;0.09017870835116792;0.27049541662502996;0.0943280704626585;0.13516402744309997;0.7795790806978803;3451.0;6.261607174999999;0.46706737215935856
brisk;7891.342857142857;7870.542857142857;0.01117700974721762;boost;7891.342857142857;7870.542857142857;0.009346492160428781;l2;bf;581.6571428571428;2288.0;0.29067922214285713;0.1257114064223461;0.5221081639814465;0.07614336086590205;0.25970154126399436;0.07969561819574425;0.11768837668598621;0.8718125259848992;2873.0;5.184969634;0.44141323401329424
kaze;1618.8;1612.1714285714286;0.22930418151492;sift;1618.8;1612.1714285714286;0.017182607683679407;l2;bf;846.1142857142858;937.6;0.4065628695714287;0.4438131837241085;0.4959799756631164;0.5237726426554363;0.8994285627144883;0.5426467754173219;0.6603881497771753;0.7828144582880655;6414.0;12.254239343;0.5881951240115593
kaze;1618.8;1612.1714285714286;0.22930418151492;akaze;1618.8;1612.1714285714286;0.03800747730388684;l2;bf;266.9714285714286;462.2857142857143;0.44035757168571427;0.9943485560860974;1.808595009510556;0.16539384833454962;0.5755497983023209;0.1711642368028515;0.2559472195687734;0.6384301077878932;1947.0;3.5793045319999997;0.44413384396719846
kaze;1618.8;1612.1714285714286;0.22930418151492;orb;1480.3428571428572;1472.7428571428572;0.0037918340980248487;l2;bf;272.8857142857143;490.2857142857143;0.38415939454285714;0.8002743782207173;1.5650403902094312;0.16963979616102143;0.5444182715101357;0.17557349173589637;0.2579247492131393;0.6082667722377717;451.0;100.04728190200001;0.39013211577549645
kaze;1618.8;1612.1714285714286;0.22930418151492;brisk;1590.9714285714285;1583.857142857143;0.009002161190529804;l2;bf;440.2857142857143;615.6;0.40005108025714287;0.6631552926407301;0.9391080016523627;0.27330739680944854;0.7124006992360681;0.28313154530047013;0.39430650569306375;0.45017071269513526;3413.0;4.692715647999999;0.5206695537759488
kaze;1618.8;1612.1714285714286;0.22930418151492;kaze;1618.8;1612.1714285714286;0.19394328723117193;l2;bf;648.8285714285714;779.5142857142857;0.6812068885999999;0.8882890367947907;1.070641885957844;0.4029238411246506;0.831382005481084;0.4177514244939258;0.541983258651751;0.7108105641040003;5058.0;8.539500726000002;0.5333446200558979
kaze;1618.8;1612.1714285714286;0.22930418151492;daisy;1618.8;1612.1714285714286;0.06303420196386336;l2;bf;715.2571428571429;770.0571428571428;0.4802473081428571;0.6366027878584319;0.6883797035357405;0.44312252031310884;0.9271274164712565;0.45906967295885287;0.5983523084540973;0.6458274682115936;5763.0;9.128090944;0.569464066428913
kaze;1618.8;1612.1714285714286;0.22930418151492;freak;1482.9714285714285;1475.6285714285714;0.005576004460229862;l2;bf;324.62857142857143;538.6285714285714;0.3932294690285714;0.7424350813506523;1.2523532149321595;0.20155494449956463;0.6005444421134724;0.2088109101297123;0.3014736177945499;0.4689058971598701;2369.0;3.1058058459999995;0.4842948109519609
kaze;1618.8;1612.1714285714286;0.22930418151492;brief;1504.857142857143;1497.1714285714286;0.0025767619286574017;l2;bf;179.11428571428573;481.62857142857143;0.38021761977142854;0.8028291086949083;2.4560837426150486;0.11176116729421796;0.3668146076794336;0.11540203895572088;0.1710590857961397;0.48206425118220314;210.0;32.20576944999999;0.3653563875757617
kaze;1618.8;1612.1714285714286;0.22930418151492;lucid;1618.8;1612.1714285714286;0.004667704492457128;l2;bf;135.0857142857143;634.4;0.40688548762857146;0.6484002937019699;3.8153143721352127;0.08329775073838841;0.210604340596786;0.08597502142178386;0.11931232579691563;nan;nan;nan;nan
kaze;1618.8;1612.1714285714286;0.22930418151492;latch;1527.5714285714287;1520.3428571428572;0.0016269171835919356;l2;bf;34.08571428571429;590.1714285714286;0.37382553362857146;0.6421939075624808;11.95572750966982;0.021144753629926422;0.05757427083968316;0.021898827168534443;0.03091471048675909;nan;nan;nan;nan
kaze;1618.8;1612.1714285714286;0.22930418151492;vgg;1618.8;1612.1714285714286;0.060160427131760015;l2;bf;866.0;953.6571428571428;0.46996253179999997;0.5001492500153224;0.5528444718775927;0.5369023011738351;0.9066979734773754;0.5563979519998419;0.6733557463632166;0.7615400978150586;6569.0;12.186130215;0.5851296834267539
